name,state,ingredients,calories_per_100g,spice_level,sweet_level,salty_level,sour_level,bitter_level,taste(0/1),prep_time,cook_time,diet_type_veg,diet_type_nonveg,diet_type_fast,diet_type_jain,diet_type_halal,meal_breakfast,meal_brunch,meal_lunch,meal_snack,meal_dinner,course_soup,course_salad,course_appetizer(starter),course_maincourse,course_sidedish,course_dessert,course_beverage,popularity,health_score
Nolen Gurer Payesh,West Bengal,"rice, date palm jaggery, milk",220,0.1,0.9,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Malpua,West Bengal,"refined flour, milk, sugar",240,0.1,0.9,0.1,0.1,0.1,1,20,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Langcha,West Bengal,"flour, khoya, sugar syrup",230,0.1,0.9,0.1,0.1,0.1,1,30,25,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.4
Sita Bhog,West Bengal,"rice flour, sugar, cardamom",200,0.1,0.8,0.1,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.5
Tal Kheer,West Bengal,"palm fruit pulp, milk, sugar",180,0.1,0.8,0.1,0.1,0.1,1,20,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.6
Aam Panna,West Bengal,"raw mango, sugar, spices",80,0.3,0.6,0.1,0.8,0.1,1,20,10,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.7
Bael er Sherbet,West Bengal,"wood apple, sugar, water",70,0.1,0.7,0.1,0.5,0.2,1,15,5,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8
Gondhoraj Ghol,West Bengal,"yogurt, Gondhoraj lemon, sugar",90,0.1,0.5,0.2,0.7,0.1,1,10,5,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8
Taal er Bora,West Bengal,"palm fruit, jaggery, rice flour",200,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5
Bhutte Ka Kees,Madhya Pradesh,"corn, milk, spices",180,0.4,0.2,0.5,0.1,0.1,1,15,20,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,high,0.7
Dal Bafla,Madhya Pradesh,"wheat, lentils, ghee",300,0.3,0.1,0.6,0.1,0.1,1,30,60,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Mawa Bati,Madhya Pradesh,"milk solids, flour, sugar",350,0.1,0.8,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.4
Indori Poha,Madhya Pradesh,"flattened rice, peanuts, spices",220,0.5,0.2,0.6,0.3,0.1,1,10,15,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,high,0.7
Bhopali Gosht Korma,Madhya Pradesh,"mutton, yogurt, spices",280,0.7,0.1,0.7,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Palak Puri,Madhya Pradesh,"spinach, wheat flour, spices",220,0.3,0.1,0.5,0.2,0.2,1,20,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,med,0.7
Seekh Kebab,Madhya Pradesh,"minced meat, spices",250,0.8,0.1,0.7,0.1,0.1,1,30,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.5
Khopra Pak,Madhya Pradesh,"coconut, sugar, milk",400,0.1,0.9,0.1,0.1,0.1,1,20,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.3
Bhutta Kebab,Madhya Pradesh,"corn, potatoes, spices",180,0.6,0.2,0.5,0.1,0.1,1,20,25,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,med,0.6
Chakki Ki Shaak,Madhya Pradesh,"wheat flour dumplings, yogurt, spices",200,0.4,0.2,0.6,0.3,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Jalebi,Madhya Pradesh,"flour, sugar syrup",300,0.1,0.9,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.3
Khada Samosa,Madhya Pradesh,"flour, potatoes, peas, spices",250,0.6,0.1,0.7,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.5
Malpua,Madhya Pradesh,"flour, milk, sugar",320,0.1,0.8,0.1,0.1,0.1,1,20,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Murgh Rizala,Madhya Pradesh,"chicken, yogurt, cashew paste",260,0.7,0.2,0.6,0.3,0.1,1,30,45,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Kadhi Kachori,Madhya Pradesh,"gram flour, yogurt, kachori",280,0.5,0.2,0.7,0.4,0.1,1,40,30,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,high,0.5
Garadu,Madhya Pradesh,"yam, spices",150,0.6,0.1,0.7,0.1,0.2,1,15,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.7
Bhindi Ki Bhaji,Madhya Pradesh,"okra, spices",120,0.5,0.1,0.6,0.2,0.3,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Kachche Gosht Ki Biryani,Madhya Pradesh,"raw mutton, rice, spices",300,0.8,0.1,0.7,0.2,0.1,1,40,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Rogan Josh,Madhya Pradesh,"mutton, yogurt, spices",280,0.8,0.1,0.7,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Shikanji,Madhya Pradesh,"lemon, sugar, water, spices",50,0.2,0.4,0.1,0.7,0.1,1,10,5,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,high,0.7
Kheer Mohan,Madhya Pradesh,"milk, rice, sugar",220,0.1,0.7,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.5
Lauki Kofta,Madhya Pradesh,"bottle gourd, gram flour, spices",180,0.5,0.2,0.6,0.1,0.1,1,30,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Mawa Jalebi,Madhya Pradesh,"milk solids, flour, sugar syrup",350,0.1,0.9,0.1,0.1,0.1,1,30,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.3
Keema Biryani,Madhya Pradesh,"minced meat, rice, spices",290,0.7,0.1,0.7,0.2,0.1,1,30,50,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Makai Ke Sohale,Madhya Pradesh,"corn flour, jaggery",220,0.1,0.6,0.1,0.1,0.1,1,20,25,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.6
Khichda,Madhya Pradesh,"wheat, lentils, meat, spices",250,0.6,0.1,0.7,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Gatte Ki Sabzi,Madhya Pradesh,"gram flour dumplings, yogurt, spices",180,0.5,0.1,0.6,0.3,0.1,1,30,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Palak Patta Chaat,Madhya Pradesh,"spinach leaves, chickpea flour, spices",140,0.6,0.2,0.7,0.4,0.2,1,20,15,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.7
Daal Panchratan,Madhya Pradesh,"five lentils, spices",180,0.4,0.1,0.6,0.2,0.1,1,20,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Bhindi Masala,Madhya Pradesh,"okra, onions, tomatoes, spices",120,0.6,0.2,0.6,0.3,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Shahi Tukda,Madhya Pradesh,"bread, milk, sugar, nuts",300,0.1,0.8,0.2,0.1,0.1,1,20,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.4
Achari Murgh,Madhya Pradesh,"chicken, pickling spices",240,0.8,0.1,0.7,0.5,0.2,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Khus Khus Halwa,Madhya Pradesh,"poppy seeds, sugar, ghee",360,0.1,0.8,0.1,0.1,0.2,1,20,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.4
Safed Maas,Madhya Pradesh,"mutton, cashew paste, cream",300,0.5,0.2,0.6,0.1,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.5
Khoba Roti,Madhya Pradesh,"wheat flour, ghee",250,0.2,0.1,0.4,0.1,0.1,1,30,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.6
Mawa Kachori,Madhya Pradesh,"flour, milk solids, sugar",320,0.1,0.7,0.2,0.1,0.1,1,30,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Mohanthal,Madhya Pradesh,"gram flour, sugar, ghee",400,0.1,0.9,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.3
Lehsun Ki Chutney,Madhya Pradesh,"garlic, red chili, oil",80,0.9,0.1,0.7,0.2,0.3,1,10,10,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,high,0.6
Bharta,Madhya Pradesh,"eggplant, onion, tomato, spices",100,0.6,0.2,0.5,0.3,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Dahi Vada,Madhya Pradesh,"lentils, yogurt, spices",180,0.4,0.2,0.6,0.7,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6
Khargosh Saag,Madhya Pradesh,"rabbit meat, spinach, spices",200,0.6,0.1,0.7,0.2,0.2,1,30,60,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Paan Ki Sabzi,Madhya Pradesh,"betel leaves, spices",120,0.7,0.1,0.6,0.3,0.4,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Khopra Patties,Madhya Pradesh,"coconut, spices, flour",280,0.4,0.3,0.6,0.1,0.1,1,20,15,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.5
Moong Dal Ka Halwa,Madhya Pradesh,"yellow lentils, sugar, ghee",300,0.1,0.9,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.4
Kadaknath Chicken Curry,Madhya Pradesh,"black chicken, spices, yogurt",220,0.8,0.1,0.7,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Bhopali Rezala,Madhya Pradesh,"meat, yogurt, spices",250,0.6,0.2,0.7,0.3,0.1,1,30,50,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Sevaiya Gosht,Madhya Pradesh,"vermicelli, meat, spices",280,0.7,0.2,0.6,0.1,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.5
Mahua Ladoo,Madhya Pradesh,"mahua flowers, sugar, ghee",320,0.1,0.9,0.1,0.1,0.2,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.4
Gajak,Madhya Pradesh,"sesame seeds, jaggery",450,0.1,0.8,0.2,0.1,0.2,1,20,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Baafla,Madhya Pradesh,"wheat flour, ghee",280,0.2,0.2,0.5,0.1,0.1,1,20,40,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.6
Sabudana Khichdi,Madhya Pradesh,"sago pearls, peanuts, spices",200,0.4,0.2,0.6,0.1,0.1,1,15,20,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,high,0.7
Aloo Matar Ka Nimona,Madhya Pradesh,"potatoes, peas, spices",160,0.5,0.2,0.6,0.2,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Zarda Pulao,Madhya Pradesh,"rice, milk, dry fruits, sugar",300,0.1,0.8,0.2,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.5
Khasta Kachori,Madhya Pradesh,"flour, lentils, spices",280,0.6,0.2,0.7,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.5
Dabeli,Madhya Pradesh,"bun, potatoes, spices",220,0.7,0.3,0.6,0.2,0.1,1,20,15,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.5
Alsi Ki Chutney,Madhya Pradesh,"flaxseeds, spices",100,0.6,0.1,0.7,0.2,0.3,1,10,10,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,med,0.8
Churma Ladoo,Madhya Pradesh,"wheat flour, ghee, sugar",400,0.1,0.8,0.1,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.4
Hare Chane Ka Shorba,Madhya Pradesh,"green chickpeas, spices",120,0.5,0.2,0.6,0.2,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,med,0.8
Shahi Shikanji,Madhya Pradesh,"milk, lemon, sugar, spices",150,0.2,0.6,0.1,0.5,0.1,1,10,10,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,high,0.6
Tikkar,Madhya Pradesh,"millet flour, spices",200,0.4,0.1,0.5,0.1,0.2,1,20,15,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,med,0.7
Aam Papad,Madhya Pradesh,"mango pulp, sugar",300,0.1,0.7,0.1,0.6,0.1,1,30,240,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Lauki ka Murabba,Madhya Pradesh,"bottle gourd, sugar",250,0.1,0.9,0.1,0.2,0.1,1,30,60,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.5
Aaloo ka Raita,Madhya Pradesh,"yogurt, potatoes, spices",100,0.3,0.2,0.5,0.4,0.1,1,15,10,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.7
Bajre ki Khichdi,Madhya Pradesh,"pearl millet, spices",180,0.4,0.2,0.5,0.1,0.2,1,15,30,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,med,0.8
Arbi ka Saag,Madhya Pradesh,"colocasia leaves, spices",80,0.6,0.1,0.5,0.3,0.3,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Tuar Dal Vada,Madhya Pradesh,"pigeon pea lentils, spices",200,0.5,0.2,0.6,0.1,0.1,1,20,15,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.6
Moong Dal Sheera,Madhya Pradesh,"yellow lentils, sugar, ghee",280,0.1,0.8,0.1,0.1,0.1,1,15,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5
Kachi Haldi ki Sabzi,Madhya Pradesh,"fresh turmeric, yogurt, spices",120,0.7,0.1,0.5,0.3,0.4,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Khopra Pani Puri,Madhya Pradesh,"semolina, coconut, mint, tamarind",180,0.6,0.3,0.7,0.5,0.1,1,30,15,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.6
Bhutte Ka Shorba,Madhya Pradesh,"corn, milk, spices",120,0.4,0.3,0.5,0.1,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,med,0.7
Makhane Ki Kheer,Madhya Pradesh,"fox nuts, milk, sugar, cardamom",220,0.1,0.8,0.1,0.1,0.1,1,15,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.6
Kesar Lassi,Madhya Pradesh,"yogurt, saffron, sugar",140,0.1,0.6,0.1,0.4,0.1,1,10,5,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,high,0.7
Bhopali Gosht Pulao,Madhya Pradesh,"basmati rice, mutton, spices",280,0.7,0.2,0.6,0.1,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Aloo Tikki Chaat,Madhya Pradesh,"potatoes, chickpeas, chutneys, spices",200,0.7,0.3,0.8,0.5,0.1,1,25,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.5
Gajar Ka Halwa,Madhya Pradesh,"carrots, milk, sugar, ghee, nuts",250,0.1,0.9,0.1,0.1,0.1,1,20,45,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Aampanna,Madhya Pradesh,"raw mango, mint, cumin, black salt",60,0.3,0.2,0.4,0.8,0.1,1,15,10,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,high,0.8
Bhopali Biryani,Madhya Pradesh,"basmati rice, meat, yogurt, spices",300,0.8,0.2,0.7,0.2,0.1,1,40,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Matar Ghugni,Madhya Pradesh,"dried peas, potatoes, spices",180,0.6,0.2,0.7,0.2,0.1,1,20,30,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.7
Malai Peda,Madhya Pradesh,"milk solids, sugar, cardamom",320,0.1,0.9,0.1,0.1,0.1,1,20,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.4
Jaljeera,Madhya Pradesh,"cumin, mint, lemon juice, black salt",40,0.4,0.1,0.6,0.7,0.2,1,15,5,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,high,0.8
Bhopali Korma,Madhya Pradesh,"meat, yogurt, nuts, spices",280,0.6,0.2,0.7,0.2,0.1,1,30,50,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Chola Tikki,Madhya Pradesh,"chickpeas, potatoes, spices",180,0.7,0.2,0.6,0.2,0.1,1,25,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.7
Thandai,Madhya Pradesh,"milk, nuts, seeds, spices, sugar",180,0.2,0.6,0.1,0.1,0.2,1,20,10,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,high,0.6
Bhopali Murg Musallam,Madhya Pradesh,"whole chicken, yogurt, spices",300,0.7,0.2,0.6,0.2,0.1,1,40,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Chakki ki Shaak,Madhya Pradesh,"wheat flour dumplings, yogurt, spices",200,0.5,0.2,0.6,0.3,0.1,1,25,35,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Dahiwada,Madhya Pradesh,"lentil dumplings, yogurt, spices",180,0.4,0.2,0.6,0.5,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6
Khaja,Madhya Pradesh,"flour, sugar, ghee",300,0.1,0.8,0.2,0.1,0.1,1,30,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Bhopali Pasande,Madhya Pradesh,"mutton, yogurt, spices",270,0.7,0.1,0.6,0.2,0.1,1,35,55,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Matar ka Nimona,Madhya Pradesh,"green peas, spices",150,0.5,0.2,0.6,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8
Khurma,Madhya Pradesh,"dates, milk, sugar",280,0.1,0.9,0.1,0.1,0.1,1,15,25,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.5
Bhutte ka Kees,Madhya Pradesh,"corn, milk, spices",180,0.4,0.2,0.5,0.1,0.1,1,15,20,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.7
Kadhi Pakoda,Madhya Pradesh,"gram flour, yogurt, spices",200,0.5,0.1,0.6,0.4,0.1,1,20,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Kheer Puri,Madhya Pradesh,"rice, milk, sugar, fried bread",280,0.1,0.7,0.2,0.1,0.1,1,25,35,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Bhopali Qorma,Madhya Pradesh,"meat, yogurt, spices",260,0.7,0.1,0.7,0.2,0.1,1,35,55,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Chane ki Barfi,Madhya Pradesh,"chickpea flour, sugar, ghee",350,0.1,0.8,0.1,0.1,0.1,1,20,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.4
Bhopali Keema,Madhya Pradesh,"minced meat, spices",240,0.8,0.1,0.7,0.1,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Lauki ke Kofte,Madhya Pradesh,"bottle gourd, gram flour, spices",180,0.5,0.2,0.6,0.1,0.1,1,30,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Bhopali Harira,Madhya Pradesh,"lentils, meat, tomatoes, spices",220,0.6,0.2,0.7,0.3,0.1,1,25,45,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,med,0.7
Bhopali Shabdegh,Madhya Pradesh,"meat, turnips, spices",230,0.6,0.2,0.7,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Khobra Mithai,Madhya Pradesh,"coconut, sugar, milk solids",380,0.1,0.9,0.1,0.1,0.1,1,25,35,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.3
Bhopali Nargisi Kofta,Madhya Pradesh,"eggs, minced meat, spices",280,0.7,0.1,0.7,0.1,0.1,1,35,45,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.5
Khus Sharbat,Madhya Pradesh,"vetiver root extract, sugar, water",80,0.1,0.7,0.1,0.1,0.2,1,10,5,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,high,0.6
Bhopali Yakhni Pulao,Madhya Pradesh,"rice, meat, yogurt, spices",290,0.6,0.2,0.7,0.2,0.1,1,30,50,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Tilkut,Madhya Pradesh,"sesame seeds, jaggery",450,0.1,0.8,0.2,0.1,0.2,1,20,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.5
Bhopali Murgh Musallam,Madhya Pradesh,"whole chicken, yogurt, spices",300,0.7,0.2,0.6,0.2,0.1,1,40,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Lauki ka Halwa,Madhya Pradesh,"bottle gourd, milk, sugar",220,0.1,0.8,0.1,0.1,0.1,1,25,45,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.5
Bhopali Shami Kebab,Madhya Pradesh,"minced meat, lentils, spices",240,0.7,0.1,0.7,0.1,0.1,1,30,25,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.5
Vada Pav,Maharashtra,"potato patty, bread, chutney",250,0.7,0.1,0.8,0.3,0.1,1,20,15,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.5
Misal Pav,Maharashtra,"sprouted moth beans, bread, farsan",220,0.8,0.1,0.7,0.4,0.1,1,30,25,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.7
Puran Poli,Maharashtra,"wheat flour, chana dal, jaggery",300,0.1,0.8,0.2,0.1,0.1,1,40,20,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,high,0.6
Pav Bhaji,Maharashtra,"mixed vegetables, bread, butter",230,0.6,0.2,0.8,0.3,0.1,1,20,30,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,high,0.6
Bombil Fry,Maharashtra,"Bombay duck fish, rice flour, spices",180,0.7,0.1,0.8,0.2,0.1,1,15,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7
Thalipeeth,Maharashtra,"multi-grain flour, onion, spices",200,0.5,0.1,0.6,0.2,0.2,1,20,15,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,high,0.8
Zunka Bhakar,Maharashtra,"gram flour, onion, bhakri",180,0.6,0.1,0.7,0.2,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Modak,Maharashtra,"rice flour, coconut, jaggery",280,0.1,0.9,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Sabudana Khichdi,Maharashtra,"sago pearls, peanuts, potato",300,0.4,0.1,0.7,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,high,0.6
Kothimbir Vadi,Maharashtra,"coriander leaves, gram flour, spices",150,0.6,0.1,0.7,0.3,0.2,1,20,25,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.7
Bharli Vangi,Maharashtra,"eggplant, peanuts, coconut, spices",160,0.7,0.2,0.6,0.2,0.3,1,25,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Malvani Fish Curry,Maharashtra,"fish, coconut, spices",200,0.8,0.1,0.7,0.4,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Shrikhand,Maharashtra,"strained yogurt, sugar, saffron",250,0.1,0.8,0.1,0.3,0.1,1,240,10,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6
Kolhapuri Tambda Rassa,Maharashtra,"mutton, red chili, spices",220,1,0.1,0.7,0.3,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Aamras,Maharashtra,"mango pulp, sugar",150,0.1,0.9,0.1,0.4,0.1,1,15,5,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,high,0.7
Basundi,Maharashtra,"milk, sugar, nuts",200,0.1,0.8,0.1,0.1,0.1,1,10,40,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Vangyache Bharit,Maharashtra,"eggplant, yogurt, spices",120,0.5,0.1,0.6,0.3,0.2,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Sol Kadhi,Maharashtra,"kokum, coconut milk, spices",80,0.3,0.1,0.5,0.8,0.1,1,10,10,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,high,0.8
Shengdana Chikki,Maharashtra,"peanuts, jaggery",520,0.1,0.7,0.2,0.1,0.1,1,15,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Til Chikki,Maharashtra,"sesame seeds, jaggery",510,0.1,0.7,0.1,0.1,0.3,1,15,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.6
Bhelpuri,Maharashtra,"puffed rice, vegetables, chutneys",180,0.6,0.2,0.8,0.5,0.1,1,15,5,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.6
